genetic,length,mass,exercise,smoking,alcohol,sugar,lifespan,bmi
87.3,199.0,90.5,2.6,21.7,1.0,6.6,83.5,22.8529582586298
90.3,173.0,61.3,4.5,18.8,2.1,6.8,87.6,20.4818069430987
76.2,174.0,110.8,2.4,14.0,0.4,10.5,71.1,36.5966442066323
86.6,180.0,84.5,1.4,1.8,4.7,6.5,85.6,26.0802469135802
78.4,191.0,120.1,2.0,17.1,3.9,4.9,74.8,32.9212466763521
77.8,209.0,118.8,1.4,21.4,1.1,4.8,73.6,27.1971795517502
74.9,190.0,61.5,2.7,0.6,1.7,4.0,76.9,17.0360110803324
95.9183516483517,182.0,64.2,4.5,22.0,0.4,3.9,95.4674157303371,19.381717183915
68.6183516483517,179.0,114.4,3.3,1.5,4.1,5.5,69.2,35.704253924659
79.1,164.0,66.3,2.5,19.7,4.2,6.5,72.9,24.650505651398
77.3,180.0,75.1,3.2,4.7,2.5,5.0,77.7,23.179012345679
80.3,196.0,77.5,1.7,19.1,0.8,7.6,76.4,20.173885880883
68.6183516483517,188.0,129.4,2.5,10.8,3.8,6.3,64.8674157303371,36.611588954278
78.0,197.0,116.8,4.4,14.3,4.4,11.1,72.3,30.0961117266613
89.1,193.0,115.3,1.3,6.3,3.6,11.9,87.1,30.9538511100969
91.3,197.0,85.9,3.3,14.2,0.4,8.6,89.7,22.134041072947
68.6183516483517,172.0,51.3,1.5,19.1,4.4,9.9,64.8674157303371,17.3404542996214
74.3,200.0,100.1,3.0,6.9,4.9,5.5,73.0,25.025
86.0,176.0,112.1,2.6,14.4,1.8,3.9,82.8,36.1893078512397
76.0,184.0,97.7,2.8,1.1,0.5,6.1,76.4,28.8575141776938
86.1,179.0,53.6,2.9,15.6,0.7,4.8,82.3,16.7285665241409
69.6,206.0,92.5,1.2,13.9,0.7,11.4,64.8674157303371,21.7975303987181
91.9,166.0,149.6,1.7,15.5,0.5,7.5,83.5,46.1016058693084
91.9,197.0,117.0,3.8,0.0,0.5,6.7,93.2,30.1476461645495
78.6,208.0,72.4,3.7,11.5,4.0,10.3,76.9,16.7344674556213
89.0,187.0,98.6,2.4,21.9,0.4,6.4,83.1,28.1964025279533
84.9,176.0,70.0,1.6,17.0,1.4,5.5,81.9,22.5981404958678
94.9,182.0,82.7,2.9,9.1,3.9,7.4,95.2,24.9667914503079
83.6,190.0,57.2,2.1,11.7,0.2,9.7,80.3,15.8448753462604
79.5,193.0,85.7,1.2,16.3,3.2,5.8,73.6,23.0073290558136
85.1,180.0,119.3,4.8,0.3,2.4,3.2,87.1,36.820987654321
92.7,172.0,98.1,3.0,9.2,0.4,8.0,92.5,33.1598161168199
81.2,177.0,123.5,3.4,2.8,0.7,7.0,81.8,39.4203453669124
83.1,177.0,73.6,1.2,7.1,0.7,11.7,80.9,23.4926106802004
79.3,163.0,91.8,3.1,13.4,3.6,11.6,75.1,34.5515450336859
82.5,188.0,120.8,2.4,18.7,5.1,6.7,80.8,34.1783612494341
78.0,185.0,89.0,2.6,0.2,0.8,8.8,79.0,26.0043827611395
81.9,170.0,91.1,1.7,11.0,1.3,9.6,77.9,31.522491349481
88.1,156.880283410701,112.9,0.7,19.5,0.9,3.0,80.1190017729426,46.1016058693084
94.5,178.0,100.1,3.4,13.4,1.2,9.4,92.3,31.5932331776291
76.6,199.0,62.1,1.5,8.0,1.4,5.0,75.7,15.6814221863084
85.6,207.0,89.7,3.8,15.5,3.9,7.0,83.5,20.9339774557166
82.3,188.0,105.9,1.6,18.3,0.2,2.6,79.2,29.9626527840652
86.7,175.0,99.7,3.0,8.7,0.5,3.2,85.4,32.5551020408163
95.9183516483517,173.0,145.9,1.4,10.4,1.0,9.8,94.6,46.1016058693084
81.7,164.0,70.4,1.4,0.8,3.0,7.6,80.7,26.1748958953004
70.3,178.0,112.5,1.7,1.1,3.5,6.7,68.7,35.5068804443883
84.5,177.0,81.7,2.2,10.1,0.6,8.1,81.9,26.0780746273421
84.3,203.0,108.9,1.7,10.4,0.4,10.7,82.2,26.4262661069184
85.5,177.0,124.6,2.8,2.3,3.9,4.5,84.1,39.7714577547959
81.7,188.0,87.7,2.6,10.7,1.9,2.2,79.4,24.8132639203259
88.3,187.0,98.7,4.8,11.8,4.7,3.0,87.8,28.2249992850811
71.8,182.0,73.0,1.5,3.0,5.1,5.1,70.8,22.0384011592803
85.5,161.0,60.4,2.6,10.2,0.4,5.6,84.7,23.3015701554724
88.1,185.0,118.0,4.5,18.4,5.8,7.7,85.4,34.4777209642074
74.3,194.0,99.1,1.0,10.7,1.0,5.3,71.7,26.3311722818578
86.2,177.0,71.5,2.6,1.1,5.0,6.9,86.4,22.822305212423
81.8,170.0,151.330941621886,2.9,15.1,1.9,7.8,73.6,46.1016058693084
87.2,187.0,72.4,2.2,1.0,3.4,7.4,87.1,20.704052160485
90.0,186.0,130.0,4.95212454212454,0.2,1.4,10.0,92.6,37.5765984506879
77.2,208.0,69.5,2.5,18.5,0.9,11.8,73.0,16.0641642011834
73.5,183.0,68.8,4.0,16.9,0.2,3.9,71.4,20.5440592433336
73.6,189.0,98.9,0.5,0.0,4.7,9.2,71.7,27.6867948825621
78.1,187.0,120.4,1.8,8.3,1.6,4.2,76.2,34.430495581801
79.8,201.0,69.3,1.1,1.0,1.0,7.5,79.6,17.1530407663177
68.6183516483517,178.0,87.7,2.8,0.1,0.8,7.7,65.7,27.6795859108698
78.5,158.0,100.4,1.6,1.2,1.8,3.7,78.1,40.217913795866
82.5,181.0,85.7,1.7,1.0,1.1,8.1,82.5,26.159152651018
77.7,191.0,71.7,0.2,9.7,4.3,2.6,73.6,19.6540665003701
83.2,189.0,113.8,1.9,15.1,1.2,10.5,80.1,31.8580106939895
95.9,180.0,84.0,1.1,3.0,5.7,2.4,94.5,25.9259259259259
85.9,195.0,112.6,3.6,11.1,0.8,4.6,83.5,29.612097304405
76.7,171.0,122.9,0.9,13.0,0.4,6.9,72.4,42.0300263328888
83.3,195.0,99.8,1.7,11.9,1.0,11.6,80.5,26.2458908612755
88.6,166.0,116.5,2.7,8.2,0.2,6.9,85.6,42.2775439105821
75.8,185.0,74.0,2.6,18.1,0.6,1.7,72.3,21.6216216216216
91.4,203.0,67.5,1.0,0.4,3.8,7.7,90.7,16.3799170084205
90.8,164.0,58.9,1.5,6.4,4.8,4.6,88.9,21.8991671624033
93.8,184.0,108.3,2.2,7.1,5.9,11.6,91.9,31.9884215500945
82.6,180.0,70.1,1.8,10.7,1.3,6.4,81.8,21.6358024691358
80.1,197.0,85.4,3.5,18.2,1.0,8.0,75.8,22.0052049782267
68.6183516483517,191.0,130.2,1.4,6.6,3.5,7.6,64.8674157303371,35.6898111345632
80.2,170.0,56.9,1.5,2.9,3.5,3.0,78.9,19.6885813148789
74.6,181.0,137.2,2.2,19.1,0.9,8.0,69.9,41.8790635206496
84.4,197.0,76.1,2.3,4.3,0.5,6.3,84.0,19.6088536164292
85.9,196.0,94.0,1.8,4.6,0.3,4.0,86.2,24.4689712619742
85.3,193.0,127.7,1.5,4.6,4.8,6.8,82.9,34.2827995382426
95.9,170.0,86.3,4.3,7.5,2.7,4.7,95.4674157303371,29.8615916955017
78.1,168.0,125.0,3.5,16.1,2.4,5.6,76.9,44.2885487528345
74.3,206.0,57.3,3.0,17.6,3.2,6.9,71.2,13.502686398341
86.0,186.0,93.1,0.3,0.1,5.5,5.0,83.7,26.9106255058388
75.9,179.0,121.2,3.5,19.7,4.0,8.6,71.4,37.8265347523486
81.0,208.0,134.9,1.6,10.3,0.8,4.6,78.3,31.1806582840237
85.8,181.0,113.9,1.9,10.9,4.0,7.9,82.5,34.7669485058454
83.4,173.0,115.2,1.4,1.5,3.8,10.2,82.2,38.4910955929032
87.6,175.0,53.9,2.4,3.9,2.2,6.2,87.0,17.6
82.0,193.0,68.0,1.3,17.2,2.26455788959453,1.2,75.3,18.2555236382185
81.4,178.0,98.2,3.1,21.0,2.0,6.0,77.1,30.9935614190127
75.5,195.0,135.0,1.8,12.8,3.8,6.4,71.4,35.5029585798817
80.0,188.0,61.0,1.6,20.5,0.7,7.1,75.5,17.258940697148
76.4,198.0,75.3,2.3,14.7,0.7,3.6,74.3,19.2072237526783
92.4,167.0,115.8,1.7,20.9,1.4,6.1,85.5,41.5217469253111
78.0,197.0,129.9,3.6,5.9,1.1,2.0,77.3,33.4716174083331
86.4,181.0,76.6,4.5,1.1,0.3,5.6,88.1,23.3814596624035
84.6,183.0,111.5,1.9,16.9,4.4,4.8,80.5,33.2945146167398
84.9,188.0,78.4,2.3,21.5,1.0,4.9,78.8,22.181982797646
79.9,176.0,96.8,2.5,12.6,1.5,7.8,77.1,31.25
84.1,176.0,151.330941621886,4.2,20.5,0.2,11.5,80.6,46.1016058693084
74.8,172.0,96.6,1.0,13.4,2.5,1.8,69.8,32.6527852893456
76.1,186.0,111.7,2.5,13.9,5.3,8.5,75.4,32.2869695918603
74.3,186.0,90.9,3.7,0.1,0.4,7.0,76.2,26.2747138397503
73.4,196.0,73.1,4.4,11.6,0.4,3.8,74.9,19.0285297792586
81.3,177.0,95.6,2.1,17.3,1.2,9.2,74.8,30.5148584378691
73.6,183.0,72.0,2.9,19.1,1.6,9.8,69.5,21.4995968825585
93.9,160.0,88.7,4.7,5.6,2.7,6.0,95.2,34.6484375
95.9183516483517,206.0,78.7,2.8,21.9,2.1,5.6,91.9,18.5455745122066
81.1,182.0,151.330941621886,3.2,18.8,0.4,3.5,73.2,46.1016058693084
92.5,164.0,68.1,1.5,0.7,1.2,12.4829548229548,92.3,25.319750148721
86.0,203.0,88.3,1.4,16.4,2.7,8.5,82.1,21.4273581013856
70.2,177.0,77.4,2.2,0.2,0.0,4.6,71.1,24.7055443837978
74.7,183.0,55.4,1.8,0.1,5.0,4.4,75.2,16.5427453790797
80.9,205.0,124.5,2.5,3.4,1.2,9.0,80.2,29.6252230814991
71.6,173.0,51.1,2.8,1.1,0.5,9.2,72.8,17.073741187477
77.0,173.0,50.0,3.5,0.3,0.5,3.3,78.9,16.7062046844198
77.2,178.0,106.9,4.7,8.6,3.1,6.5,77.3,33.7394268400454
86.7,185.0,102.9,4.1,19.5,4.7,12.4829548229548,77.8,30.0657414170928
82.1,173.0,88.3,1.6,20.1,0.5,7.8,75.6,29.5031574726854
83.5,186.0,96.3,2.3,11.4,0.4,8.0,81.1,27.8355879292404
79.6,197.0,65.7,1.7,0.2,0.9,6.0,80.7,16.929062846247
86.3,181.0,120.9,4.8,12.7,0.1,9.4,86.6,36.9036354201642
95.9183516483517,184.0,104.6,1.2,0.3,4.1,9.0,95.4674157303371,30.8955576559546
89.7,174.0,151.330941621886,2.7,19.1,0.8,5.6,81.8,46.1016058693084
92.9,167.0,151.330941621886,0.2,20.8,5.2,7.5,79.9,46.1016058693084
84.7,210.880283410701,102.9,0.6,19.7,0.7,6.9,78.6,23.1126883942409
82.6,201.0,67.3,2.9,3.3,3.8,4.8,82.9,16.6580035147645
89.1,174.0,53.5,2.4,8.5,0.6,7.5,87.5,17.6707623199894
82.5,190.0,78.6,1.5,10.5,0.2,8.4,80.7,21.7728531855956
90.6,189.0,141.0,1.0,9.2,5.7,7.5,84.9,39.4725791551188
79.4,180.0,116.3,4.95212454212454,17.2,2.2,8.2,75.3,35.8950617283951
69.2,191.0,81.5,2.9,20.9,0.8,4.7,65.9,22.3403963707135
75.6,172.0,68.4,2.9,8.5,5.0,2.4,73.3,23.1206057328286
80.7,196.0,102.4,4.0,7.5,1.4,4.3,79.7,26.655560183257
85.8,171.0,79.3,3.3,0.1,4.1,3.5,86.4,27.1194555589754
71.0,166.0,109.1,1.4,0.2,4.8,9.2,69.2,39.5921033531717
72.1,188.0,136.8,3.6,4.2,0.5,11.0,71.1,38.7052965142598
82.0,194.0,64.7,1.7,5.5,0.5,1.9,81.8,17.1909873525348
76.1,183.0,67.2,2.0,1.1,1.8,6.4,76.9,20.0662904237212
79.9,205.0,103.7,1.6,18.2,0.3,3.3,73.5,24.6757882212968
75.2,174.0,61.7,2.4,1.1,1.2,4.7,76.4,20.3791782269785
95.1,170.0,92.7,1.9,13.8,0.9,3.1,92.0,32.0761245674741
76.3,210.880283410701,127.6,4.0,9.8,0.7,3.6,75.6,28.1249311203685
73.4,179.0,82.7,2.7,1.5,0.8,2.4,74.1,25.8106800661652
95.9183516483517,196.0,98.2,4.3,13.9,1.8,7.1,94.3,25.5622657226156
81.9,170.0,97.9,1.8,11.3,1.1,8.1,79.4,33.8754325259516
90.9,185.0,86.7,0.5,6.9,3.2,9.8,88.4,25.3323593864134
84.4,160.0,70.2,1.0,21.0,2.1,6.7,79.4,27.421875
78.6,182.0,83.2,2.2,7.9,1.7,8.1,77.2,25.1177394034537
80.2,173.0,95.2,4.9,5.8,0.5,3.9,82.3,31.8086137191353
78.0,207.0,59.7,3.0,17.3,0.5,7.6,75.3,13.9326472029686
95.9183516483517,189.0,76.0,3.7,6.3,0.5,6.7,95.4674157303371,21.2760001119789
86.0,199.0,132.3,1.5,18.5,1.1,6.8,82.2,33.4082472664832
79.9,175.0,92.7,4.4,4.5,1.8,4.9,82.0,30.269387755102
82.0,175.0,99.8,1.1,0.6,5.3,6.4,79.9,32.5877551020408
72.2,170.0,108.6,1.2,13.6,0.6,5.1,67.0,37.5778546712803
79.0,174.0,95.3,1.9,7.6,2.4,6.4,76.4,31.4770775531774
95.9183516483517,202.0,133.0,0.5,0.3,4.0,3.4,95.4674157303371,32.5948436427801
95.9183516483517,174.0,84.4,1.4,3.1,1.1,4.8,95.4674157303371,27.8768661646188
81.4,194.0,68.3,1.1,15.8,1.9,9.7,77.1,18.1475183335105
68.7,172.0,73.4,3.9,6.3,3.2,5.3,68.0,24.8107084910763
95.9183516483517,179.0,105.2,4.95212454212454,16.7,4.0,6.9,95.4674157303371,32.8329328048438
78.1,181.0,94.7,1.6,5.2,1.4,6.7,77.0,28.9063215408565
81.6,183.0,59.4,1.6,1.1,2.9,7.9,81.7,17.7371674281107
83.2,202.0,99.5,2.5,4.0,0.5,6.1,83.7,24.3848642289972
74.9,205.0,99.0,2.4,13.4,0.7,6.3,71.9,23.5574063057704
81.9,193.0,95.6,1.4,9.0,3.5,4.1,79.1,25.6651185266719
95.9183516483517,193.0,95.2,1.5,0.1,1.7,6.3,95.4674157303371,25.5577330935059
80.1,176.0,55.0,0.5,12.5,5.1,10.3,75.3,17.7556818181818
81.4,186.0,67.6,3.8,10.9,0.4,4.6,79.2,19.5398311943577
79.2,187.0,63.1,0.7,3.3,2.0,2.3,78.6,18.044553747605
91.1,178.0,61.5,2.1,2.5,5.8,11.1,90.5,19.4104279762656
93.8,173.0,151.330941621886,1.5,6.2,1.4,4.8,89.9,46.1016058693084
74.7,196.0,111.1,3.5,17.3,0.3,7.0,72.7,28.9202415660142
80.5,182.0,60.9,2.7,19.0,2.0,5.4,76.6,18.385460693153
82.7,192.0,92.8,4.0,6.3,0.6,6.5,84.0,25.1736111111111
95.9183516483517,186.0,57.4,1.8,10.8,5.3,10.9,95.4674157303371,16.5915134697653
78.4,187.0,57.7,1.3,19.8,5.1,8.2,72.5,16.500328862707
79.5,173.0,124.7,1.4,1.6,0.6,8.2,77.6,41.665274482943
81.5,183.876126575564,100.2,2.5,8.9,1.3,7.9,81.2,27.5386345610633
94.1,190.0,85.1,2.6,19.8,5.3,12.4829548229548,88.0,23.5734072022161
95.9183516483517,174.0,75.0,1.6,22.1,1.0,2.0,93.8,24.7720967102656
91.4,178.0,50.6,2.4,0.3,4.9,9.9,91.2,15.9702057820982
90.3,171.0,73.7,2.8,13.3,2.4,4.5,87.1,25.2043363770049
73.9,192.0,120.2,1.9,0.3,0.6,3.3,74.3,32.6063368055556
77.7,165.0,90.2,1.0,8.2,0.3,6.4,75.3,33.1313131313131
93.0,180.0,73.8,3.2,19.5,1.3,2.1,89.1,22.7777777777778
95.9183516483517,171.0,60.7,3.9,16.1,4.9,6.2,93.5,20.7585239902876
89.8,183.0,82.4,1.7,0.3,5.2,7.2,88.6,24.6050942100391
83.5,191.0,115.0,4.1,8.6,2.1,7.1,84.4,31.5232586826019
78.1,195.0,115.5,0.7,17.3,4.2,8.6,73.3,30.3747534516765
80.7,199.0,71.1,4.95212454212454,1.8,0.1,7.5,83.1,17.9540920683821
85.4,210.880283410701,85.6,2.2,1.0,4.7,6.3,85.6,19.0459238163047
91.5,189.0,121.5,4.0,13.4,4.9,5.8,88.7,34.0136054421769
91.6,188.0,151.330941621886,1.4,6.0,2.9,5.5,86.9,45.0147125396107
87.6,175.0,85.0,2.9,13.9,3.4,8.6,83.6,27.7551020408163
88.6,179.0,56.9,0.6,0.4,2.7,2.0,88.3,17.7584969258138
85.9,187.0,53.4,0.9,0.2,0.8,6.2,86.0,15.2706683062141
73.3,171.0,58.2,3.3,13.6,1.7,5.1,71.8,19.9035600697651
91.1,186.0,69.4,2.3,21.7,0.7,1.5,87.9,20.0601225575211
77.3,177.0,84.6,1.8,5.1,5.2,11.6,75.1,27.0037345590348
86.1,173.0,125.8,1.3,21.4,1.4,4.9,76.9,42.0328109860002
68.6183516483517,209.0,95.3,1.8,0.1,5.8,3.9,64.8674157303371,21.8172660882306
90.7,179.0,62.4,2.3,21.8,4.5,9.4,87.7,19.4750475952686
89.5,192.0,111.0,3.0,8.0,0.5,6.1,88.1,30.1106770833333
89.0,183.0,102.0,3.2,8.6,0.9,6.9,88.4,30.4577622502911
76.8,179.0,102.9,3.3,18.5,0.2,7.3,74.1,32.11510252489
70.7,206.0,144.2,3.7,19.8,1.3,4.2,70.5,33.9805825242718
84.0,192.0,81.0,2.0,0.3,0.4,4.1,85.0,21.97265625
78.4,179.0,84.5,1.2,7.1,0.6,8.5,77.0,26.3724602852595
83.4,187.0,55.6,0.9,9.4,1.2,4.4,82.5,15.8997969630244
78.1,186.0,91.0,2.3,0.4,2.6,5.2,79.4,26.3036189154816
79.3,189.0,76.5,3.6,4.6,4.7,8.4,79.9,21.4159737969262
95.9183516483517,190.0,117.0,1.5,5.0,4.7,3.9,94.9,32.409972299169
79.9,171.0,105.7,3.0,17.8,0.6,1.8,76.7,36.1478745596936
85.0,180.0,66.1,3.6,0.5,0.6,5.0,87.6,20.4012345679012
81.0,164.0,59.3,2.2,7.7,3.4,7.8,79.8,22.0478881618085
83.0,180.0,140.9,3.3,16.7,4.0,10.6,76.7,43.4876543209877
78.0,163.0,112.9,3.3,11.0,4.7,9.6,73.3,42.4931310926267
89.4,188.0,56.9,1.4,10.5,0.1,2.7,86.2,16.0989135355364
76.3,184.0,115.5,3.9,5.5,1.6,7.3,74.5,34.1150756143667
76.7,192.0,149.7,2.4,12.4,0.5,6.2,75.2,40.6087239583333
85.8,199.0,80.9,2.8,21.7,3.7,5.9,79.4,20.4287770510846
87.2,175.0,102.7,2.2,4.2,1.2,1.7,86.5,33.534693877551
83.6,203.0,91.7,2.0,20.2,4.3,7.3,78.2,22.2524205877357
79.4,207.0,59.9,3.6,13.3,5.1,12.4829548229548,75.3,13.9793227379869
83.9,179.0,53.7,0.8,6.4,0.3,11.8,80.8,16.7597765363129
85.3,200.0,76.2,3.1,19.9,0.3,2.5,82.7,19.05
86.0,207.0,64.6,1.4,19.4,1.2,6.1,83.3,15.0761978109174
95.9183516483517,176.0,69.9,1.2,19.0,1.9,5.9,93.2,22.5658574380165
75.6,187.0,151.330941621886,2.1,14.0,4.5,3.8,69.8,44.9826989619377
72.0,164.0,55.9,0.9,8.9,2.9,8.2,69.3,20.783759666865
78.9,183.0,102.6,4.6,0.7,0.6,7.6,82.7,30.6369255576458
75.1,172.0,142.2,1.1,22.2,1.8,2.7,68.1,46.1016058693084
76.6,174.0,76.8,2.4,12.5,0.5,8.9,74.9,25.3666270313119
87.3,175.0,62.3,3.5,3.6,0.2,5.1,88.7,20.3428571428571
82.3,199.0,53.4,2.1,22.0,4.6,1.6,76.8,13.4845079669705
79.8,175.0,125.9,4.6,18.6,0.5,5.1,76.3,41.1102040816327
75.7,199.0,63.4,3.8,0.5,4.9,3.6,77.4,16.0096967248302
86.0,175.0,60.7,1.2,0.2,1.0,7.2,86.0,19.8204081632653
77.9,196.0,84.8,1.8,5.7,1.3,1.9,77.8,22.0741357767597
87.3,186.0,128.9,2.5,4.3,5.1,3.0,85.8,37.2586426176437
87.8,163.0,109.9,4.6,20.8,2.6,4.6,84.9,41.3639956340096
82.1,169.0,91.8,4.2,1.3,4.1,3.6,82.8,32.1417317320822
79.7,184.0,117.7,4.1,7.1,4.0,7.9,78.5,34.7648865784499
68.6183516483517,184.0,71.9,1.8,10.4,0.8,8.8,64.8674157303371,21.2370037807183
78.6,182.0,54.0,2.6,17.5,1.0,5.7,74.1,16.3023789397416
79.8,158.0,122.3,3.0,21.0,5.2,4.0,70.5,46.1016058693084
69.6,193.0,92.4,1.8,20.1,2.4,2.4,64.8674157303371,24.8060350613439
83.7,171.0,85.5,1.7,16.0,4.9,9.2,77.3,29.2397660818713
77.3,192.0,101.6,1.9,3.0,4.9,2.7,76.2,27.5607638888889
85.1,192.0,105.4,1.6,16.3,1.4,11.9,80.0,28.5915798611111
78.6,168.0,128.6,3.3,0.6,1.3,8.1,78.3,45.5640589569161
94.7,170.0,64.2,0.5,5.5,0.4,3.6,93.2,22.2145328719723
81.5,187.0,97.0,0.6,16.8,0.8,3.6,76.2,27.7388544139095
90.5,195.0,95.5,2.0,10.7,1.2,8.5,88.8,25.1150558842867
69.8,195.0,60.9,1.9,13.9,0.9,8.6,68.0,16.0157790927022
92.6,175.0,128.8,2.1,17.8,4.1,4.0,87.6,42.0571428571429
87.5,191.0,67.7,3.4,17.2,0.5,1.5,86.5,18.5576053288013
77.7,182.0,54.7,2.8,17.2,1.0,7.0,74.6,16.5137060741456
83.5,191.0,96.1,3.8,20.4,1.2,3.6,82.0,26.3424796469395
79.6,173.0,113.5,2.8,4.8,0.3,3.1,78.1,37.9230846336329
91.1,201.0,78.3,1.4,16.0,1.3,8.0,87.7,19.380708398307
85.5,167.0,124.8,2.3,6.9,0.6,6.5,83.0,44.7488257018896
76.8,176.0,89.8,1.4,9.7,0.6,1.9,75.0,28.9901859504132
81.1,184.0,122.6,0.6,7.6,0.5,4.6,77.3,36.2121928166352
75.5,202.0,82.4,3.4,13.8,0.9,9.3,72.8,20.1940986177826
68.6183516483517,175.0,62.0,3.2,7.0,1.9,6.2,66.8,20.2448979591837
76.5,159.0,82.3,1.1,0.4,0.9,10.0,76.0,32.5540920058542
69.4,174.0,71.1,0.9,13.1,0.7,5.2,65.9,23.4839476813317
90.1,161.0,146.3,2.5,1.1,3.9,11.1,85.8,46.1016058693084
68.6183516483517,156.880283410701,77.3,1.6,19.1,1.4,6.2,64.8674157303371,32.1748178980229
75.8,180.0,108.6,2.9,11.8,2.2,6.8,73.8,33.5185185185185
83.3,177.0,84.7,4.0,16.3,0.5,12.4829548229548,80.9,27.0356538670242
79.2,183.0,80.9,2.3,6.4,1.2,5.0,78.7,24.1571859416525
75.7,161.0,94.4,1.5,3.8,1.8,6.7,74.3,36.4183480575595
77.3,195.0,105.6,0.9,4.4,4.8,7.8,76.4,27.7712031558185
74.4,188.0,76.0,4.5,4.8,4.0,6.6,76.5,21.5029425079221
78.7,193.0,113.3,1.4,15.6,5.0,3.7,73.2,30.416923944267
82.5,210.880283410701,116.4,1.3,8.5,5.6,6.7,80.1,25.4170669927505
74.7,165.0,107.7,1.2,0.3,0.7,7.7,73.6,39.5592286501377
84.2,156.880283410701,116.6,3.1,16.3,1.3,3.9,79.4,46.1016058693084
78.8,192.0,84.3,1.8,16.7,4.4,8.8,75.0,22.8678385416667
82.9,187.0,122.4,1.2,3.8,1.2,3.3,81.1,35.0024307243559
95.9183516483517,202.0,121.2,0.8,18.8,0.7,3.9,90.2,29.7029702970297
88.8,160.0,108.2,1.2,0.2,1.8,5.9,86.8,42.265625
77.8,179.0,110.4,2.5,15.3,2.7,8.4,73.2,34.4558534377828
92.8,192.0,110.6,1.7,22.0,1.3,5.8,86.1,30.0021701388889
83.5,178.0,55.9,1.1,10.5,0.8,7.9,80.4,17.6429743719227
91.1,179.0,125.7,3.6,0.2,3.9,4.1,92.2,39.2309853000843
80.6,170.0,86.9,1.6,2.9,1.8,8.5,79.8,30.0692041522491
92.5,162.0,94.0,2.8,14.7,3.5,7.0,88.0,35.81771071483
89.1,162.0,60.9,3.4,2.2,4.6,10.4,89.3,23.2053040695016
88.5,182.0,95.2,4.0,0.9,3.3,6.7,90.4,28.7404902789518
68.8,191.0,91.6,3.4,21.7,1.2,3.4,66.4,25.1089608289246
75.1,167.0,151.3,2.6,3.8,4.1,3.4,71.4,46.1016058693084
95.9183516483517,175.0,68.2,1.4,9.9,0.8,8.0,93.9,22.269387755102
84.9,182.0,90.8,3.5,3.2,1.2,9.3,85.0,27.4121482912692
89.3,160.0,151.330941621886,2.5,1.9,0.8,9.9,82.5,46.1016058693084
80.1,158.0,95.4,1.7,0.6,5.8,7.5,78.2,38.2150296426855
82.7,184.0,116.6,3.5,21.2,4.6,4.3,78.4,34.4399810964083
70.4,165.0,104.4,2.4,1.8,0.3,8.4,69.9,38.3471074380165
80.4,170.0,65.8,3.0,10.7,0.2,7.3,79.4,22.7681660899654
86.4,183.0,74.2,1.8,0.4,0.7,4.2,87.0,22.1565290095255
81.1,180.0,133.8,1.7,20.4,1.7,7.8,75.6,41.2962962962963
70.1,193.0,57.1,3.3,8.0,0.7,10.9,70.4,15.3292705844452
73.2,192.0,118.8,2.8,14.2,0.3,8.4,72.1,32.2265625
95.9183516483517,173.0,109.9,2.4,19.5,0.3,12.0,95.0,36.7202378963547
85.6,174.0,122.5,1.1,15.2,0.7,4.8,79.8,40.4610912934337
83.3,187.0,102.8,1.7,15.5,4.3,4.1,77.8,29.3974663273185
90.7,173.0,71.9,3.2,3.8,5.1,9.4,89.5,24.0235223361957
77.4,205.0,64.8,1.3,8.5,5.5,6.0,74.2,15.4193932183224
79.4,156.880283410701,115.3,4.95212454212454,0.7,5.9,10.2,78.1,46.1016058693084
81.5,172.0,113.0,4.2,4.4,2.6,5.5,81.7,38.1963223363981
78.8,177.0,100.3,1.3,20.8,4.1,8.9,71.1,32.015065913371
74.6,180.0,101.1,0.5,20.2,0.3,6.3,66.5,31.2037037037037
91.7,184.0,81.4,4.2,22.0,5.2,7.9,86.6,24.0430056710775
68.6183516483517,168.0,123.4,0.8,0.4,0.3,6.1,65.6,43.7216553287982
70.9,177.0,88.5,2.6,0.8,0.4,4.6,72.3,28.2485875706215
85.9,167.0,102.1,2.3,15.8,1.4,3.0,82.0,36.6094158987414
80.5,180.0,140.6,1.7,19.6,5.9,11.3,70.3,43.3950617283951
77.6,171.0,68.2,1.0,6.7,1.8,9.6,75.1,23.3234157518553
86.2,200.0,100.8,1.4,20.4,0.5,8.5,79.5,25.2
90.6,194.0,106.2,1.9,9.4,2.1,8.5,88.0,28.217663938782
78.0,201.0,83.2,2.7,13.1,3.1,8.8,75.4,20.5935496646123
79.4,174.0,102.9,4.0,16.4,4.4,3.1,76.4,33.9873166864843
89.6,180.0,57.9,3.8,5.9,4.6,7.7,89.2,17.8703703703704
83.8,190.0,78.2,2.8,5.7,3.4,5.3,83.6,21.6620498614958
84.0,195.0,151.330941621886,2.7,2.8,1.0,5.7,83.1,42.9980276134122
71.5,191.0,61.4,2.7,6.6,4.0,5.1,71.7,16.8306789835805
92.6,181.0,57.6,2.9,16.6,1.0,11.1,91.0,17.5818808949666
85.1,185.0,123.7,1.9,0.0,0.5,7.5,85.8,36.1431701972243
75.2,176.0,110.9,1.6,21.3,0.4,5.3,67.7,35.8019111570248
93.8,176.0,144.0,1.0,14.9,0.6,8.5,87.0,46.1016058693084
87.2,176.0,56.1,1.4,14.0,4.4,4.7,86.5,18.1107954545455
